id,label
393,0.512022
394,0.812784
395,0.457035
396,0.716372
397,0.474673
398,0.156724
399,0.136411
400,0.818343
401,0.421666
402,0.559182
403,0.0956013
404,0.458206
405,0.327098
406,0.111963
407,0.533484
408,0.659302
409,0.389527
410,0.748304
411,0.602548
412,0.606041
413,0.000626345
414,0.711657
415,0.662426
416,0.592
417,0.546906
418,0.757047
419,0.354287
420,0.329444
421,0.568851
422,0.4451
423,0.113819
424,0.643491
425,0.920345
426,0.829642
427,0.516061
428,0.714218
429,0.264304
430,0.510045
431,0.867462
432,0.259244
433,0.404761
434,0.378309
435,0.648181
436,0.465516
437,0.79648
438,0.668639
439,0.612426
440,0.272979
441,0.397627
442,0.598544
443,0.17562
444,0.450506
445,0.126956
446,0.42117
447,0.297137
448,0.50705
449,0.916358
450,0.453925
451,0.672619
452,0.924181
453,0.352075
454,0.123424
455,0.287553
456,0.262792
457,0.617698
458,0.636735
459,0.56033
460,0.0013796
461,0.368689
462,0.278529
463,0.505856
464,0.212124
465,0.259273
466,0.483501
467,0.00401055
468,0.588373
469,0.963955
470,0.443086
471,0.206785
472,0.607874
473,0.83092
474,0.550077
475,0.270282
476,0.752077
477,0.154257
478,0.578475
479,0.769632
480,0.431637
481,0.215383
482,0.255644
483,0.0992543
484,0.282268
485,0.911647
486,0.426131
487,0.00764069
488,0.781615
489,0.47908
490,0.51625
491,0.02669
492,0.311426
493,0.821462
494,0.390365
495,0.726227
496,0.373248
497,0.70564
498,0.824927
499,0.097312
500,0.743876
501,0.718935
502,0.909463
503,0.379433
504,0.414437
505,0.0159684
506,0.576724
507,0.600175
508,0.208123
509,0.650313
510,0.158305
511,0.713075
512,0.70957
513,0.0680367
514,0.789496
515,0.281428
516,0.406353
517,0.189941
518,0.674332
519,0.426676
520,0.73109
521,0.485429
522,0.240305
523,0.584703
524,0.431575
525,0.643953
526,0.0726451
527,0.326465
528,0.265477
529,0.615557
530,0.497135
531,0.187192
532,0.514606
533,0.442218
534,0.303218
535,0.786689
536,0.632847
537,0.411248
538,0.258363
539,0.563708
540,0.447904
541,0.632165
542,0.357603
543,0.569478
544,0.830206
545,0.810907
546,0.75615
547,0.454463
548,0.325787
549,0.24442
550,0.271198
551,0.734345
552,0.560687
553,0.326586
554,0.322555
555,0.888241
556,0.460313
557,0.835698
558,0.261917
559,0.255296
560,0.495385
561,0.298642
562,0.67997
563,0.769658
564,0.24142
565,0.378829
566,0.605815
567,0.599371
568,0.620518
569,0.484246
570,0.627751
571,0.0538558
572,0.794223
573,0.365552
574,0.625322
575,0.91203
576,0.254882
577,0.747108
578,0.486643
579,0.309551
580,0.436994
581,0.381996
582,0.845245
583,0.233439
584,0.770073
585,0.738337
586,0.461463
587,0.407524
588,0.581143
589,0.433081
590,0.848194
591,0.000954287
592,0.851808
593,0.456636
594,0.612559
595,0.504582
596,0.259091
597,0.736794
598,0.297795
599,0.864582
600,0.52706
601,0.247473
602,0.380375
603,0.363908
604,0.379529
605,0.710812
606,0.223792
607,0.325585
608,0.290821
609,0.207475
610,0.351532
611,0.0631258
612,0.689651
613,0.581266
614,0.583445
615,0.793687
616,0.398788
617,0.181173
618,0.324651
619,0.776021
620,0.0169659
621,0.664189
622,0.315202
623,0.224702
624,0.368756
625,0.838576
626,0.448921
627,0.529741
628,0.701768
629,0.359591
630,0.59152
631,0.50471
632,0.810496
633,0.787879
634,0.85645
635,0.422999
636,0.603019
637,0.681317
638,0.819401
639,0.560335
640,0.510461
641,0.317762
642,0.633932
643,0.477052
644,0.515977
645,0.390509
646,0.042586
647,0.52155
648,0.87277
649,0.798324
650,0.233576
651,0.547351
652,0.843709
653,0.519926
654,0.601961
655,0.498317
656,0.601948
657,0.504563
658,0.304805
659,0.521437
660,0.257152
661,0.497952
662,0.79058
663,0.787443
664,0.786386
665,0.639198
666,0.166791
667,0.899244
668,0.254641
669,0.695502
670,0.7416
671,0.510847
672,0.144909
673,0.893313
674,0.268156
675,0.36938
676,0.0908736
677,0.716254
678,0.455665
679,0.778373
680,0.403527
681,0.0032867
682,0.548768
683,0.271907
684,0.632513
685,0.540378
686,0.464609
687,0.16965
688,0.318732
689,0.517186
690,0.463874
691,0.454017
692,0.573638
693,0.209791
694,0.230098
695,0.758971
696,0.30551
697,0.349995
698,0.433593
699,0.652328
700,0.888853
701,0.424738
702,0.464818
703,0.375422
704,0.387675
705,0.7138
706,0.592508
707,0.429961
708,0.363666
709,0.160986
710,0.274747
711,0.306671
712,0.00835519
713,0.362314
714,0.363066
715,0.400974
716,0.610638
717,0.885985
718,0.795505
719,0.331063
720,0.9181
721,0.474226
722,0.587058
723,0.297396
724,0.391172
725,0.237575
726,0.287433
727,0.0935741
728,0.336372
729,0.250185
730,0.208373
731,0.262767
732,0.573702
733,0.761378
734,0.450332
735,0.300739
736,0.814857
737,0.530587
738,0.232489
739,0.28117
740,0.115391
741,0.480846
742,0.840211
743,0.569025
744,0.489925
745,0.107813
746,0.0723313
747,0.8499
748,0.0557615
749,0.483092
750,0.579931
751,0.716227
752,0.241441
753,0.442788
754,0.453736
755,0.557645
756,0.56902
757,0.136987
758,0.785132
759,0.561926
760,0.342511
761,0.811436
762,0.302905
763,0.955443
764,0.896838
765,0.299785
766,0.545807
767,0.149467
768,0.771838
769,0.113875
770,0.18971
771,0.80756
772,0.221177
773,0.0715922
774,0.273507
775,0.846642
776,0.254378
777,0.75059
778,0.19211
779,0.253868
780,0.466304
781,0.556607
782,0.284202
783,0.423496
784,0.293448
785,0.181286
786,0.525482
787,0.608738
788,0.613287
789,0.685419
790,0.704192
791,0.834476
792,0.728534
793,0.804611
794,0.504347
795,0.804738
796,0.364048
797,0.206235
798,0.246644
799,0.616463
800,0.85928
801,0.794495
802,0.970407
803,0.712068
804,0.457928
805,0.788344
806,0.385091
807,0.725535
808,0.559253
809,0.685095
810,0.822932
811,0.230566
812,4.41888e-05
813,0.0306849
814,0.462229
815,0.735095
816,0.100308
817,0.425108
818,0.715955
819,0.581721
820,0.266487
821,0.393284
822,0.414804
823,0.232252
824,0.425944
825,0.561302
826,0.150458
827,0.455146
828,0.836329
829,0.309703
830,0.251288
831,0.23511
832,0.780197
833,0.229815
834,0.0832619
835,0.419643
836,0.777804
837,0.108974
838,0.285433
839,0.216827
840,0.671029
841,0.229882
842,0.799082
843,0.292573
844,0.435996
845,0.714937
846,0.839422
847,0.78779
848,0.704485
849,0.484213
850,0.0405826
851,0.68338
852,0.213777
853,0.85548
854,0.850219
855,0.777419
856,0.70961
857,0.812119
858,0.502962
859,0.630724
860,0.58619
861,0.677757
862,0.653637
863,0.405106
864,0.528201
865,0.784773
866,0.0879735
867,0.550645
868,0.0424456
869,0.0769605
870,0.261553
871,0.158463
872,0.800077
873,0.438837
874,0.0015461
875,0.164675
876,0.25477
877,0.924577
878,0.333237
879,0.598872
880,0.82418
881,0.253848
882,0.871359
883,0.707429
884,0.35478
885,0.450786
886,0.490997
887,0.234894
888,0.291647
889,0.826921
890,0.0182015
891,0.66214
892,0.533627
893,0.278955
894,0.596569
895,0.292387
896,0.446539
897,0.366218
898,0.458562
899,0.353326
900,0.33127
901,0.636458
902,0.352522
903,0.821871
904,0.855969
905,0.881737
906,0.309024
907,0.215663
908,0.217116
909,0.259017
910,0.508764
911,0.616348
912,0.896948
913,0.472917
914,0.424523
915,0.46919
916,0.759086
917,0.705642
918,0.329554
919,0.375292
920,0.560698
921,0.906046
922,0.559416
923,0.307602
924,0.410985
925,0.728144
926,0.749025
927,0.740933
928,0.841526
929,0.471747
930,0.32344
931,0.525867
932,0.726848
933,0.69576
934,0.376334
935,0.452801
936,0.316302
937,0.381781
938,0.249846
939,0.398678
940,0.534439
941,0.566816
942,0.716145
943,0.501128
944,0.818608
945,0.740363
946,0.475779
947,0.569855
948,0.758341
949,0.560032
950,0.447601
951,0.849277
952,0.684629
953,0.79644
954,0.736645
955,0.328316
956,0.816431
957,0.831654
958,0.871376
959,0.661131
960,0.342421
961,0.369557
962,0.689086
963,0.563864
964,0.446046
965,0.692186
966,0.406371
967,0.801982
968,0.694586
969,0.55947
970,0.350789
971,0.282148
972,0.553553
973,0.228087
974,0.192865
975,0.838358
976,0.811094
977,0.42235
978,0.824041
979,0.531193
980,0.334288
981,0.484346
982,0.396651
983,0.474665
984,0.621125
985,0.189895
986,0.564165
987,0.713117
988,0.216474
989,0.612729
990,0.508838
991,0.73561
992,0.771715
993,0.209998
994,0.742374
995,0.391911
996,0.00868719
997,0.569987
998,0.284815
999,0.743342
1000,0.779364
1001,0.400405
1002,0.115092
1003,0.331945
1004,0.691549
1005,0.400136
1006,0.687969
1007,0.795742
1008,0.577482
1009,0.690461
1010,0.660149
1011,0.806304
1012,0.221256
1013,0.696173
1014,0.743495
1015,0.633121
1016,0.638922
1017,0.329612
1018,0.540429
1019,0.756227
1020,0.650364
1021,0.489451
1022,0.020224
1023,0.542102
1024,0.596087
1025,0.0348343
1026,0.244548
1027,0.61619
1028,0.718558
1029,0.262864
1030,0.237962
1031,0.402446
1032,0.80417
1033,0.383671
1034,0.540646
1035,0.575725
1036,0.712033
1037,0.710339
1038,0.266146
1039,0.888183
1040,0.573837
1041,0.410449
1042,0.750669
1043,0.294965
1044,0.215332
1045,0.863814
1046,0.769948
1047,0.518986
1048,0.742843
1049,0.562901
1050,0.233694
1051,0.308644
1052,0.762718
1053,0.0193472
1054,0.633076
1055,0.254385
1056,0.25496
1057,0.513349
1058,0.468988
1059,0.289519
1060,0.526096
1061,0.892693
1062,0.438508
1063,0.693284
1064,0.629556
1065,0.3899
1066,0.460803
1067,0.331283
1068,0.544612
1069,0.555568
1070,0.549582
1071,0.443763
1072,0.323709
1073,0.159947
1074,0.35713
1075,0.135474
1076,0.495547
1077,0.812617
1078,0.825955
1079,0.626353
1080,0.183484
1081,0.26847
1082,0.690143
1083,0.480032
1084,0.405227
1085,0.444003
1086,0.0581475
1087,0.313979
1088,0.503987
1089,0.612375
1090,0.423754
1091,0.250803
1092,0.10145
1093,0.607859
1094,0.830005
1095,0.825309
1096,0.441277
1097,0.651023
1098,0.182798
1099,0.580819
1100,0.196624
1101,0.371746
1102,0.318006
1103,0.815701
1104,0.772169
1105,0.114157
1106,0.832295
1107,0.918982
1108,0.360788
1109,0.840363
1110,0.220017
1111,0.893597
1112,0.185923
1113,0.188695
1114,0.702745
1115,0.792455
1116,0.780107
1117,0.708204
1118,0.0673255
1119,0.451543
1120,0.542346
1121,0.810589
1122,0.856201
1123,0.850576
1124,0.383354
1125,0.462371
1126,0.384642
1127,0.695202
1128,0.648799
1129,0.262675
1130,0.678442
1131,0.139401
1132,0.802874
1133,0.458918
1134,0.729839
1135,0.253517
1136,0.626469
1137,0.783988
1138,0.241942
1139,0.405344
1140,0.104851
1141,0.795989
1142,0.494554
1143,0.253606
1144,0.697022
1145,0.535006
1146,0.813632
1147,0.421011
1148,0.00835505
1149,0.529707
1150,0.198171
1151,0.29236
1152,0.827314
1153,0.228869
1154,0.267838
1155,0.720026
1156,0.787216
1157,0.68888
1158,0.464108
1159,0.473741
1160,0.151367
1161,0.729715
1162,0.589492
1163,0.839333
1164,0.146297
1165,0.559975
1166,0.687112
1167,0.673209
1168,0.549033
1169,0.726967
1170,0.599778
1171,0.667306
1172,0.792659
1173,0.487591
1174,0.417265
1175,0.759249
1176,0.334204
1177,0.401065
1178,0.937037
1179,0.619523
1180,0.0898177
1181,0.0512673
1182,0.377383
1183,0.184726
1184,0.665223
1185,0.498202
1186,0.582029
1187,0.818453
1188,0.579505
1189,0.406282
1190,0.554375
1191,0.665695
1192,0.292901
1193,0.258992
1194,0.809822
1195,0.525937
1196,0.804725
1197,0.317848
1198,0.529848
1199,0.289508
1200,0.373599
1201,0.261353
1202,0.842243
1203,0.284302
1204,0.764227
1205,0.935491
1206,0.0846626
1207,0.419538
1208,0.167881
1209,0.657576
1210,0.264012
1211,0.0044618
1212,0.787619
1213,0.533789
1214,0.246906
1215,0.685891
1216,0.41463
1217,0.91498
1218,0.786056
1219,0.669685
1220,0.497838
1221,0.792799
1222,0.548989
1223,0.396341
1224,0.299677
1225,0.66177
1226,0.0255194
1227,0.55367
1228,0.728956
1229,0.376238
1230,0.147378
1231,0.83278
1232,0.405233
1233,0.209122
1234,0.307732
1235,0.555769
1236,0.630891
1237,0.46331
1238,0.231239
1239,0.76103
1240,0.228139
1241,0.315823
1242,0.449274
1243,0.704402
1244,0.0613967
1245,0.90269
1246,0.144104
1247,0.786749
1248,0.383017
1249,0.512458
1250,0.444285
1251,0.389682
1252,0.383864
1253,0.173215
1254,0.557586
1255,0.554732
1256,0.577605
1257,0.740882
1258,0.109783
1259,0.401774
1260,0.455466
1261,0.439201
1262,0.736203
1263,0.57913
1264,0.244075
1265,0.366893
1266,0.119738
1267,0.199139
1268,0.576899
1269,0.631303
1270,0.812008
1271,0.619202
1272,0.815546
1273,0.376122
1274,0.43193
1275,0.245726
1276,0.486548
1277,0.405657
1278,0.680096
1279,0.417346
1280,0.926367
1281,0.821494
1282,0.0421431
1283,0.730679
1284,0.712455
1285,0.156068
1286,0.744986
1287,0.936215
1288,0.563793
1289,0.280579
1290,0.739033
1291,0.603274
1292,0.654492
1293,0.237693
1294,0.184576
1295,0.795401
1296,0.500215
1297,0.453206
1298,0.750298
1299,0.331688
1300,0.780362
1301,0.435583
1302,0.210178
1303,0.593446
1304,0.500471
1305,0.288116
1306,0.402027
1307,0.271915
1308,0.206907
1309,0.877802
1310,0.77751
1311,0.551032
1312,0.815718
1313,0.307968
1314,0.25539
1315,0.450404
1316,0.356159
1317,0.617467
1318,0.70198
1319,0.23303
1320,0.513136
1321,0.442764
1322,0.256068
1323,0.671901
1324,0.792056
1325,0.312524
1326,0.324457
1327,0.82869
1328,0.660898
1329,0.235443
1330,0.385022
1331,0.621895
1332,0.220303
1333,0.578478
1334,0.822428
1335,0.272734
1336,0.477414
1337,0.520139
1338,0.859695
1339,0.166635
1340,0.730867
1341,0.187143
1342,0.775813
1343,0.503563
1344,0.0124273
1345,0.485833
1346,0.451285
1347,0.0601833
1348,0.832543
1349,0.66959
1350,0.412308
1351,0.907692
1352,0.409283
1353,0.446648
1354,0.18523
1355,0.564056
1356,0.512988
1357,0.327695
1358,0.128958
1359,0.821717
1360,0.596204
1361,0.82384
1362,0.781194
1363,0.513038
1364,0.633314
1365,0.732632
1366,0.706713
1367,0.626969
1368,0.539845
1369,0.358911
1370,0.554426
1371,0.811139
1372,0.884758
1373,0.381884
1374,0.659633
1375,0.277142
1376,0.489361
1377,0.476749
1378,0.797115
1379,0.53411
1380,0.209137
1381,0.514908
1382,0.668246
1383,0.615672
1384,0.501384
1385,0.36728
1386,0.76483
1387,0.541271
1388,0.600301
1389,0.81471
1390,0.675127
1391,0.463437
1392,0.569969
1393,0.818289
1394,0.932007
1395,0.390187
1396,0.65239
1397,0.748763
1398,0.422745
1399,0.319119
1400,0.593151
1401,0.731236
1402,0.428397
1403,0.188161
1404,0.125351
1405,0.667934
1406,0.908581
1407,0.282952
1408,0.112532
1409,0.236113
1410,0.63162
1411,0.505852
1412,0.817995
1413,0.617928
1414,0.258617
1415,0.509703
1416,0.425495
1417,0.55995
1418,0.529393
1419,0.813448
1420,0.686531
1421,0.479767
1422,0.618959
1423,0.419933
1424,0.514468
1425,0.655884
1426,0.451445
1427,0.635329
1428,0.892108
1429,0.301981
1430,0.605555
1431,0.68914
1432,0.268891
1433,0.668968
1434,0.713977
1435,0.180108
1436,0.8719
1437,0.769095
1438,0.559953
1439,0.796828
1440,0.107725
1441,0.758315
1442,0.358483
1443,0.558697
1444,0.842695
1445,0.232018
1446,0.294042
1447,0.312517
1448,0.65029
1449,0.502172
1450,0.301506
1451,0.818829
1452,0.540626
1453,0.32642
1454,0.672047
1455,0.626529
1456,0.757694
1457,0.623731
1458,0.90594
1459,0.549786
1460,0.653744
1461,0.543706
1462,0.796801
1463,0.571308
1464,0.452378
1465,0.650116
1466,0.169724
1467,0.181276
1468,0.342544
1469,0.51388
1470,0.438756
1471,0.374005
1472,0.393256
1473,0.874576
1474,0.118022
1475,0.78243
1476,0.177129
1477,0.578422
1478,0.382957
1479,0.474658
1480,0.682122
1481,0.112106
1482,0.292027
1483,0.852652
1484,0.837624
1485,0.782164
1486,0.340482
1487,0.404396
1488,0.175478
1489,0.531403
1490,0.436538
1491,0.647043
1492,0.537833
1493,0.34876
1494,0.744577
1495,0.551075
1496,0.268898
1497,0.70135
1498,0.697517
1499,0.363768
1500,0.0276526
1501,0.351823
1502,0.70925
1503,0.436666
1504,0.0457885
1505,0.594014
1506,0.630734
1507,0.705459
1508,0.403555
1509,0.259794
1510,0.565412
1511,0.521447
1512,0.403613
1513,0.88072
1514,0.316579
1515,0.522766
1516,0.790559
1517,0.409967
1518,0.799806
1519,0.203476
1520,3.67377e-05
1521,0.621513
1522,0.643084
1523,0.456028
1524,0.278964
1525,0.424661
1526,0.830269
1527,0.767752
1528,0.574748
1529,0.30434
1530,0.459667
1531,0.348974
1532,0.0954983
1533,0.264718
1534,0.397362
1535,0.0970798
1536,0.559173
1537,0.0103544
1538,0.668366
1539,0.427171
1540,0.72182
1541,0.629527
1542,0.943341
1543,0.25491
1544,0.472403
1545,0.0242343
1546,0.40962
1547,0.637567
1548,0.37232
1549,0.493551
1550,0.598373
1551,0.332655
1552,0.143677
1553,0.721719
1554,0.31244
1555,0.438531
1556,0.242484
1557,0.600117
1558,0.717029
1559,0.422959
1560,0.532776
1561,0.356207
1562,0.354496
1563,0.403623
1564,0.478835
1565,0.534137
1566,0.72217
1567,0.221261
1568,0.688636
1569,0.143425
1570,0.367115
1571,0.53731
1572,0.631563
1573,0.485176
1574,0.836456
1575,0.0865082
1576,0.777212
1577,0.661444
1578,0.217927
1579,0.0647808
1580,0.673384
1581,0.390612
1582,0.72304
1583,0.66187
1584,0.866899
1585,0.77262
1586,0.504443
1587,0.613557
1588,0.283112
1589,0.59853
1590,0.498824
1591,0.37224
1592,0.565718
1593,0.647284
1594,0.77914
1595,0.240641
1596,0.129273
1597,2.12618e-05
1598,0.505882
1599,0.674965
1600,0.401198
1601,0.753024
1602,0.169824
1603,0.636563
1604,0.184529
1605,0.63329
1606,0.739309
1607,0.374624
1608,0.341152
1609,0.800716
1610,0.558406
1611,0.420898
1612,0.967799
1613,0.856222
1614,0.413203
1615,0.412942
1616,0.551921
1617,0.530124
1618,0.431284
1619,0.510929
1620,0.636718
1621,0.683735
1622,0.394993
1623,0.672379
1624,0.658642
1625,0.710307
1626,0.411911
1627,0.734486
1628,0.603652
1629,0.0260567
1630,0.743247
1631,0.869534
1632,0.243626
1633,0.395134
1634,0.38214
1635,0.858104
1636,0.804401
1637,0.735829
1638,0.514139
1639,0.657909
1640,0.257337
1641,0.723291
1642,0.485688
1643,0.304316
1644,0.00156861
1645,0.916478
1646,0.817147
1647,0.324494
1648,0.418911
1649,0.278952
1650,0.7276
1651,0.883214
1652,0.806307
1653,0.39605
1654,0.285466
1655,0.487312
1656,0.809304
1657,0.302869
1658,0.340395
1659,0.757894
1660,0.232795
1661,0.0346351
1662,0.242831
1663,0.219095
1664,0.426214
1665,0.322476
1666,0.84722
1667,0.263561
1668,0.285772
1669,0.420739
1670,0.327959
1671,0.179699
1672,0.595708
1673,0.712335
1674,0.463282
1675,0.388377
1676,0.343486
1677,0.359268
1678,0.527113
1679,0.645272
1680,0.428948
1681,0.510086
1682,0.313307
1683,0.671363
1684,0.740858
1685,0.849553
1686,0.362936
1687,0.709279
1688,0.773073
1689,0.785238
1690,0.527685
1691,0.73872
1692,0.510856
1693,0.32996
1694,0.224716
1695,0.808804
1696,0.179528
1697,0.463436
1698,0.770247
1699,0.462545
1700,0.831182
1701,0.111588
1702,0.191412
1703,0.0331822
1704,0.866573
1705,0.139141
1706,0.448455
1707,0.313377
1708,0.214076
1709,0.623034
1710,0.725711
1711,0.302609
1712,0.312301
1713,0.898883
1714,0.405949
1715,0.547775
1716,0.755141
1717,0.746934
1718,0.412914
1719,0.156911
1720,0.217144
1721,0.654546
1722,0.762295
1723,0.486118
1724,0.304872
1725,0.568159
1726,0.519896
1727,0.669022
1728,0.895249
1729,0.624867
1730,0.47367
1731,0.773795
1732,0.290828
1733,0.419986
1734,0.524194
1735,0.548202
1736,0.217138
1737,0.230888
1738,0.117925
1739,0.722905
1740,0.675073
1741,0.160663
1742,0.323551
1743,0.666701
1744,0.709278
1745,0.288681
1746,0.487334
1747,0.20789
1748,0.762776
1749,0.37105
1750,0.212604
1751,0.106835
1752,0.228856
1753,0.711121
1754,0.833824
1755,0.2509
1756,0.34017
1757,0.533175
1758,0.765417
1759,0.887777
1760,0.338299
1761,0.0970615
1762,0.342965
1763,0.774912
1764,0.32849
1765,0.807189
1766,0.24682
1767,0.174417
1768,0.552041
1769,0.498835
1770,0.256686
1771,0.582392
1772,0.538376
1773,0.391572
1774,0.773819
1775,0.68078
1776,0.305619
1777,0.242024
1778,0.473348
1779,0.244542
1780,0.147259
1781,0.218492
1782,0.737564
1783,0.807627
1784,0.73255
1785,0.681437
1786,0.509381
1787,0.456982
1788,0.7004
1789,0.169712
1790,0.366665
1791,0.729066
1792,0.846249
1793,0.373382
1794,0.746695
1795,0.638785
1796,0.176931
1797,0.179652
1798,0.393014
1799,0.440184
1800,0.713266
1801,0.432313
1802,0.376853
1803,0.6223
1804,0.505218
1805,0.616916
1806,0.761106
1807,0.904437
1808,0.761758
1809,0.650913
1810,0.688134
1811,0.749131
1812,0.358014
1813,0.218551
1814,0.735298
1815,0.55214
1816,0.474983
1817,0.150037
1818,0.34912
1819,0.391414
1820,0.637667
1821,0.655783
1822,0.63989
1823,0.467259
1824,0.262219
1825,0.228103
1826,0.62901
1827,0.620494
1828,0.269492
1829,0.820248
1830,0.279198
1831,0.092938
1832,0.759701
1833,0.555731
1834,0.572699
1835,0.587503
1836,0.861561
1837,0.334325
1838,0.578659
1839,0.732917
1840,0.154012
1841,0.619238
1842,0.32706
1843,0.570464
1844,0.475697
1845,0.551818
1846,0.0285677
1847,0.494425
1848,0.650284
1849,0.796122
1850,0.210641
1851,0.315034
1852,0.198968
1853,0.512804
1854,0.322588
1855,0.640736
1856,0.511516
1857,0.506608
1858,0.737875
1859,0.79702
1860,0.795541
1861,0.13844
1862,0.766948
1863,0.681759
